id;Source;Target;Type;label;timeset;weight
2366;43;44;Directed;;;1.0
2367;43;45;Directed;;;1.0
2368;43;46;Directed;;;1.0
2369;43;965;Directed;;;1.0
2370;43;966;Directed;;;1.0
2371;524;523;Directed;;;1.0
2372;524;86;Directed;;;1.0
2373;116;112;Directed;;;1.0
2374;116;113;Directed;;;1.0
2375;116;114;Directed;;;1.0
2376;116;115;Directed;;;1.0
2377;116;117;Directed;;;1.0
2378;116;118;Directed;;;1.0
2379;117;112;Directed;;;1.0
2380;117;113;Directed;;;1.0
2381;117;114;Directed;;;1.0
2382;117;115;Directed;;;1.0
2383;117;116;Directed;;;1.0
2384;117;118;Directed;;;1.0
2385;117;119;Directed;;;1.0
2386;117;225;Directed;;;1.0
2387;117;137;Directed;;;1.0
2388;117;248;Directed;;;1.0
2389;117;249;Directed;;;1.0
2390;117;197;Directed;;;1.0
2391;117;139;Directed;;;1.0
2392;117;199;Directed;;;1.0
2393;117;384;Directed;;;1.0
2394;117;480;Directed;;;1.0
2395;117;481;Directed;;;1.0
2396;117;482;Directed;;;1.0
2397;117;483;Directed;;;1.0
2398;117;476;Directed;;;1.0
2399;117;470;Directed;;;1.0
2400;117;472;Directed;;;1.0
2401;117;484;Directed;;;1.0
2402;117;670;Directed;;;1.0
2403;117;671;Directed;;;1.0
2404;117;237;Directed;;;1.0
2405;117;201;Directed;;;1.0
2406;691;692;Directed;;;1.0
2407;691;47;Directed;;;1.0
2408;691;693;Directed;;;1.0
2409;691;694;Directed;;;1.0
2410;691;695;Directed;;;1.0
2411;691;884;Directed;;;1.0
2412;692;691;Directed;;;1.0
2413;692;47;Directed;;;1.0
2414;692;693;Directed;;;1.0
2415;692;694;Directed;;;1.0
2416;692;695;Directed;;;1.0
2417;692;114;Directed;;;1.0
2418;692;155;Directed;;;1.0
2419;692;1152;Directed;;;1.0
2420;692;1153;Directed;;;1.0
2421;928;616;Directed;;;1.0
2422;928;602;Directed;;;1.0
2423;928;526;Directed;;;1.0
2424;928;929;Directed;;;1.0
2425;883;882;Directed;;;1.0
2426;883;790;Directed;;;1.0
2427;340;341;Directed;;;1.0
2428;340;858;Directed;;;1.0
2429;384;199;Directed;;;1.0
2430;384;117;Directed;;;1.0
2431;384;197;Directed;;;1.0
2432;384;784;Directed;;;1.0
2433;384;114;Directed;;;1.0
2434;384;155;Directed;;;1.0
2435;384;794;Directed;;;1.0
2436;384;785;Directed;;;1.0
2437;384;795;Directed;;;1.0
2438;384;87;Directed;;;1.0
2439;384;919;Directed;;;1.0
2440;384;736;Directed;;;1.0
2441;384;70;Directed;;;1.0
2442;384;220;Directed;;;1.0
2443;1040;87;Directed;;;1.0
2444;1040;541;Directed;;;1.0
2445;585;86;Directed;;;1.0
2446;1048;1047;Directed;;;1.0
2447;1048;332;Directed;;;1.0
2448;1048;1072;Directed;;;1.0
2449;1048;1053;Directed;;;1.0
2450;1048;1073;Directed;;;1.0
2451;184;185;Directed;;;1.0
2452;184;186;Directed;;;1.0
2453;663;280;Directed;;;1.0
2454;663;236;Directed;;;1.0
2455;331;332;Directed;;;1.0
2456;550;47;Directed;;;1.0
2457;38;36;Directed;;;1.0
2458;38;37;Directed;;;1.0
2459;38;39;Directed;;;1.0
2460;38;434;Directed;;;1.0
2461;38;158;Directed;;;1.0
2462;978;977;Directed;;;1.0
2463;978;110;Directed;;;1.0
2464;978;979;Directed;;;1.0
2465;978;980;Directed;;;1.0
2466;1089;985;Directed;;;1.0
2467;1089;681;Directed;;;1.0
2468;1089;775;Directed;;;1.0
2469;1089;181;Directed;;;1.0
2470;422;423;Directed;;;1.0
2471;212;210;Directed;;;1.0
2472;212;211;Directed;;;1.0
2473;212;213;Directed;;;1.0
2474;86;523;Directed;;;1.0
2475;86;524;Directed;;;1.0
2476;86;585;Directed;;;1.0
2477;86;897;Directed;;;1.0
2478;86;48;Directed;;;1.0
2479;86;429;Directed;;;1.0
2480;86;164;Directed;;;1.0
2481;86;109;Directed;;;1.0
2482;606;448;Directed;;;1.0
2483;606;607;Directed;;;1.0
2484;606;608;Directed;;;1.0
2485;446;447;Directed;;;1.0
2486;446;239;Directed;;;1.0
2487;446;902;Directed;;;1.0
2488;316;210;Directed;;;1.0
2489;316;317;Directed;;;1.0
2490;224;119;Directed;;;1.0
2491;224;114;Directed;;;1.0
2492;224;197;Directed;;;1.0
2493;224;334;Directed;;;1.0
2494;224;775;Directed;;;1.0
2495;224;87;Directed;;;1.0
2496;224;541;Directed;;;1.0
2497;224;1065;Directed;;;1.0
2498;224;137;Directed;;;1.0
2499;224;1066;Directed;;;1.0
2500;224;1067;Directed;;;1.0
2501;224;1068;Directed;;;1.0
2502;224;1069;Directed;;;1.0
2503;224;1070;Directed;;;1.0
2504;224;59;Directed;;;1.0
2505;224;634;Directed;;;1.0
2506;411;65;Directed;;;1.0
2507;411;187;Directed;;;1.0
2508;411;415;Directed;;;1.0
2509;411;416;Directed;;;1.0
2510;411;417;Directed;;;1.0
2511;411;961;Directed;;;1.0
2512;411;853;Directed;;;1.0
2513;411;772;Directed;;;1.0
2514;411;838;Directed;;;1.0
2515;1066;1065;Directed;;;1.0
2516;1066;137;Directed;;;1.0
2517;1066;114;Directed;;;1.0
2518;1066;224;Directed;;;1.0
2519;1066;1067;Directed;;;1.0
2520;1066;1068;Directed;;;1.0
2521;1066;1069;Directed;;;1.0
2522;1066;1070;Directed;;;1.0
2523;1066;59;Directed;;;1.0
2524;1066;634;Directed;;;1.0
2525;280;663;Directed;;;1.0
2526;280;236;Directed;;;1.0
2527;940;938;Directed;;;1.0
2528;940;939;Directed;;;1.0
2529;940;873;Directed;;;1.0
2530;940;991;Directed;;;1.0
2531;238;239;Directed;;;1.0
2532;602;616;Directed;;;1.0
2533;602;928;Directed;;;1.0
2534;602;526;Directed;;;1.0
2535;602;929;Directed;;;1.0
2536;602;364;Directed;;;1.0
2537;602;213;Directed;;;1.0
2538;177;79;Directed;;;1.0
2539;125;121;Directed;;;1.0
2540;125;126;Directed;;;1.0
2541;125;127;Directed;;;1.0
2542;884;691;Directed;;;1.0
2543;540;87;Directed;;;1.0
2544;540;541;Directed;;;1.0
2545;975;974;Directed;;;1.0
2546;975;216;Directed;;;1.0
2547;975;266;Directed;;;1.0
2548;975;272;Directed;;;1.0
2549;975;976;Directed;;;1.0
2550;128;30;Directed;;;1.0
2551;128;99;Directed;;;1.0
2552;128;129;Directed;;;1.0
2553;745;743;Directed;;;1.0
2554;745;744;Directed;;;1.0
2555;745;277;Directed;;;1.0
2556;745;222;Directed;;;1.0
2557;745;746;Directed;;;1.0
2558;745;747;Directed;;;1.0
2559;227;228;Directed;;;1.0
2560;227;229;Directed;;;1.0
2561;227;769;Directed;;;1.0
2562;227;770;Directed;;;1.0
2563;227;771;Directed;;;1.0
2564;227;742;Directed;;;1.0
2565;227;772;Directed;;;1.0
2566;227;773;Directed;;;1.0
2567;227;774;Directed;;;1.0
2568;665;541;Directed;;;1.0
2569;930;130;Directed;;;1.0
2570;960;80;Directed;;;1.0
2571;65;79;Directed;;;1.0
2572;65;80;Directed;;;1.0
2573;65;411;Directed;;;1.0
2574;65;637;Directed;;;1.0
2575;65;786;Directed;;;1.0
2576;65;30;Directed;;;1.0
2577;65;841;Directed;;;1.0
2578;65;842;Directed;;;1.0
2579;65;87;Directed;;;1.0
2580;1078;332;Directed;;;1.0
2581;1078;634;Directed;;;1.0
2582;1072;1048;Directed;;;1.0
2583;1072;1053;Directed;;;1.0
2584;1072;1073;Directed;;;1.0
2585;123;120;Directed;;;1.0
2586;123;121;Directed;;;1.0
2587;123;122;Directed;;;1.0
2588;123;124;Directed;;;1.0
2589;123;45;Directed;;;1.0
2590;124;120;Directed;;;1.0
2591;124;121;Directed;;;1.0
2592;124;122;Directed;;;1.0
2593;124;123;Directed;;;1.0
2594;127;126;Directed;;;1.0
2595;127;125;Directed;;;1.0
2596;228;227;Directed;;;1.0
2597;228;229;Directed;;;1.0
2598;229;227;Directed;;;1.0
2599;229;228;Directed;;;1.0
2600;317;210;Directed;;;1.0
2601;317;316;Directed;;;1.0
2602;477;473;Directed;;;1.0
2603;477;474;Directed;;;1.0
2604;477;475;Directed;;;1.0
2605;477;114;Directed;;;1.0
2606;477;476;Directed;;;1.0
2607;477;478;Directed;;;1.0
2608;477;479;Directed;;;1.0
2609;797;796;Directed;;;1.0
2610;797;798;Directed;;;1.0
2611;797;879;Directed;;;1.0
2612;486;467;Directed;;;1.0
2613;486;239;Directed;;;1.0
2614;1027;87;Directed;;;1.0
2615;216;217;Directed;;;1.0
2616;216;218;Directed;;;1.0
2617;216;974;Directed;;;1.0
2618;216;975;Directed;;;1.0
2619;216;266;Directed;;;1.0
2620;216;272;Directed;;;1.0
2621;216;976;Directed;;;1.0
2622;332;331;Directed;;;1.0
2623;332;1047;Directed;;;1.0
2624;332;1048;Directed;;;1.0
2625;332;1078;Directed;;;1.0
2626;332;634;Directed;;;1.0
2627;556;555;Directed;;;1.0
2628;556;55;Directed;;;1.0
2629;556;557;Directed;;;1.0
2630;556;558;Directed;;;1.0
2631;556;559;Directed;;;1.0
2632;101;146;Directed;;;1.0
2633;101;1051;Directed;;;1.0
2634;146;147;Directed;;;1.0
2635;146;702;Directed;;;1.0
2636;146;703;Directed;;;1.0
2637;146;401;Directed;;;1.0
2638;146;704;Directed;;;1.0
2639;146;709;Directed;;;1.0
2640;146;101;Directed;;;1.0
2641;146;1051;Directed;;;1.0
2642;1238;68;Directed;;;1.0
2643;1232;87;Directed;;;1.0
2644;1136;414;Directed;;;1.0
2645;1303;369;Directed;;;1.0
2646;1303;81;Directed;;;1.0
2647;1303;527;Directed;;;1.0
2648;1303;1304;Directed;;;1.0
2649;1303;1305;Directed;;;1.0
2650;1012;81;Directed;;;1.0
2651;852;853;Directed;;;1.0
2652;526;616;Directed;;;1.0
2653;526;928;Directed;;;1.0
2654;526;602;Directed;;;1.0
2655;526;929;Directed;;;1.0
2656;919;87;Directed;;;1.0
2657;919;384;Directed;;;1.0
2658;919;736;Directed;;;1.0
2659;919;70;Directed;;;1.0
2660;307;306;Directed;;;1.0
2661;491;441;Directed;;;1.0
2662;491;490;Directed;;;1.0
2663;491;492;Directed;;;1.0
2664;491;493;Directed;;;1.0
2665;491;904;Directed;;;1.0
2666;492;441;Directed;;;1.0
2667;492;490;Directed;;;1.0
2668;492;491;Directed;;;1.0
2669;492;493;Directed;;;1.0
2670;470;471;Directed;;;1.0
2671;470;472;Directed;;;1.0
2672;470;480;Directed;;;1.0
2673;470;481;Directed;;;1.0
2674;470;482;Directed;;;1.0
2675;470;483;Directed;;;1.0
2676;470;476;Directed;;;1.0
2677;470;117;Directed;;;1.0
2678;470;484;Directed;;;1.0
2679;374;55;Directed;;;1.0
2680;374;375;Directed;;;1.0
2681;685;110;Directed;;;1.0
2682;685;327;Directed;;;1.0
2683;748;59;Directed;;;1.0
2684;748;192;Directed;;;1.0
2685;471;470;Directed;;;1.0
2686;471;472;Directed;;;1.0
2687;876;872;Directed;;;1.0
2688;876;325;Directed;;;1.0
2689;876;873;Directed;;;1.0
2690;876;454;Directed;;;1.0
2691;876;874;Directed;;;1.0
2692;876;875;Directed;;;1.0
2693;876;877;Directed;;;1.0
2694;876;878;Directed;;;1.0
2695;876;341;Directed;;;1.0
2696;557;555;Directed;;;1.0
2697;557;55;Directed;;;1.0
2698;557;556;Directed;;;1.0
2699;557;558;Directed;;;1.0
2700;557;559;Directed;;;1.0
2701;1228;122;Directed;;;1.0
2702;1228;1227;Directed;;;1.0
2703;558;555;Directed;;;1.0
2704;558;55;Directed;;;1.0
2705;558;556;Directed;;;1.0
2706;558;557;Directed;;;1.0
2707;558;559;Directed;;;1.0
2708;401;402;Directed;;;1.0
2709;401;403;Directed;;;1.0
2710;401;302;Directed;;;1.0
2711;401;404;Directed;;;1.0
2712;401;702;Directed;;;1.0
2713;401;703;Directed;;;1.0
2714;401;146;Directed;;;1.0
2715;401;704;Directed;;;1.0
2716;289;288;Directed;;;1.0
2717;289;290;Directed;;;1.0
2718;289;291;Directed;;;1.0
2719;289;292;Directed;;;1.0
2720;289;293;Directed;;;1.0
2721;502;408;Directed;;;1.0
2722;502;503;Directed;;;1.0
2723;716;302;Directed;;;1.0
2724;76;70;Directed;;;1.0
2725;324;42;Directed;;;1.0
2726;324;45;Directed;;;1.0
2727;324;1208;Directed;;;1.0
2728;185;184;Directed;;;1.0
2729;185;186;Directed;;;1.0
2730;185;54;Directed;;;1.0
2731;185;180;Directed;;;1.0
2732;185;545;Directed;;;1.0
2733;185;880;Directed;;;1.0
2734;947;47;Directed;;;1.0
2735;947;948;Directed;;;1.0
2736;667;87;Directed;;;1.0
2737;667;668;Directed;;;1.0
2738;868;199;Directed;;;1.0
2739;868;364;Directed;;;1.0
2740;47;114;Directed;;;1.0
2741;47;181;Directed;;;1.0
2742;47;235;Directed;;;1.0
2743;47;236;Directed;;;1.0
2744;47;380;Directed;;;1.0
2745;47;535;Directed;;;1.0
2746;47;536;Directed;;;1.0
2747;47;691;Directed;;;1.0
2748;47;692;Directed;;;1.0
2749;47;693;Directed;;;1.0
2750;47;694;Directed;;;1.0
2751;47;695;Directed;;;1.0
2752;47;474;Directed;;;1.0
2753;47;137;Directed;;;1.0
2754;47;314;Directed;;;1.0
2755;47;59;Directed;;;1.0
2756;47;701;Directed;;;1.0
2757;47;742;Directed;;;1.0
2758;47;826;Directed;;;1.0
2760;47;834;Directed;;;1.0
2761;47;795;Directed;;;1.0
2762;47;835;Directed;;;1.0
2763;47;947;Directed;;;1.0
2764;47;948;Directed;;;1.0
2765;47;550;Directed;;;1.0
2766;942;941;Directed;;;1.0
2767;942;191;Directed;;;1.0
2768;942;248;Directed;;;1.0
2769;942;790;Directed;;;1.0
2770;942;943;Directed;;;1.0
2771;942;139;Directed;;;1.0
2772;942;634;Directed;;;1.0
2773;942;944;Directed;;;1.0
2774;982;786;Directed;;;1.0
2775;252;200;Directed;;;1.0
2776;252;253;Directed;;;1.0
2777;252;59;Directed;;;1.0
2778;1067;1065;Directed;;;1.0
2779;1067;137;Directed;;;1.0
2780;1067;114;Directed;;;1.0
2781;1067;224;Directed;;;1.0
2782;1067;1066;Directed;;;1.0
2783;1067;1068;Directed;;;1.0
2784;1067;1069;Directed;;;1.0
2785;1067;1070;Directed;;;1.0
2786;1067;59;Directed;;;1.0
2787;1067;634;Directed;;;1.0
2788;1067;139;Directed;;;1.0
2789;736;54;Directed;;;1.0
2790;736;426;Directed;;;1.0
2791;736;87;Directed;;;1.0
2792;736;384;Directed;;;1.0
2793;736;919;Directed;;;1.0
2794;736;70;Directed;;;1.0
2795;736;1221;Directed;;;1.0
2796;736;140;Directed;;;1.0
2797;742;47;Directed;;;1.0
2798;742;769;Directed;;;1.0
2799;742;770;Directed;;;1.0
2800;742;771;Directed;;;1.0
2801;742;227;Directed;;;1.0
2802;742;772;Directed;;;1.0
2803;742;773;Directed;;;1.0
2804;742;774;Directed;;;1.0
2805;742;1120;Directed;;;1.0
2806;742;1121;Directed;;;1.0
2807;369;370;Directed;;;1.0
2808;369;1303;Directed;;;1.0
2809;369;81;Directed;;;1.0
2810;369;527;Directed;;;1.0
2811;369;1304;Directed;;;1.0
2812;369;1305;Directed;;;1.0
2813;249;137;Directed;;;1.0
2814;249;248;Directed;;;1.0
2815;249;117;Directed;;;1.0
2816;249;197;Directed;;;1.0
2817;1050;114;Directed;;;1.0
2818;1050;968;Directed;;;1.0
2819;110;685;Directed;;;1.0
2820;110;686;Directed;;;1.0
2821;110;327;Directed;;;1.0
2822;110;977;Directed;;;1.0
2823;110;978;Directed;;;1.0
2824;110;979;Directed;;;1.0
2825;110;980;Directed;;;1.0
2826;368;367;Directed;;;1.0
2827;314;474;Directed;;;1.0
2828;314;137;Directed;;;1.0
2829;314;47;Directed;;;1.0
2830;314;59;Directed;;;1.0
2831;314;701;Directed;;;1.0
2832;314;497;Directed;;;1.0
2833;155;154;Directed;;;1.0
2834;155;137;Directed;;;1.0
2835;155;156;Directed;;;1.0
2836;155;784;Directed;;;1.0
2837;155;114;Directed;;;1.0
2838;155;384;Directed;;;1.0
2839;155;794;Directed;;;1.0
2840;155;785;Directed;;;1.0
2841;155;795;Directed;;;1.0
2842;155;197;Directed;;;1.0
2843;155;139;Directed;;;1.0
2844;155;692;Directed;;;1.0
2845;155;1152;Directed;;;1.0
2846;155;1153;Directed;;;1.0
2847;794;784;Directed;;;1.0
2848;794;114;Directed;;;1.0
2849;794;384;Directed;;;1.0
2850;794;155;Directed;;;1.0
2851;794;785;Directed;;;1.0
2852;794;795;Directed;;;1.0
2853;794;197;Directed;;;1.0
2854;670;117;Directed;;;1.0
2855;670;671;Directed;;;1.0
2856;670;237;Directed;;;1.0
2857;670;201;Directed;;;1.0
2858;536;535;Directed;;;1.0
2859;536;47;Directed;;;1.0
2860;607;448;Directed;;;1.0
2861;607;606;Directed;;;1.0
2862;607;608;Directed;;;1.0
2863;607;42;Directed;;;1.0
2864;607;45;Directed;;;1.0
2865;607;165;Directed;;;1.0
2866;607;282;Directed;;;1.0
2867;1091;44;Directed;;;1.0
2868;1091;1092;Directed;;;1.0
2869;245;235;Directed;;;1.0
2870;245;48;Directed;;;1.0
2871;245;68;Directed;;;1.0
2872;245;751;Directed;;;1.0
2873;245;158;Directed;;;1.0
2874;245;1061;Directed;;;1.0
2875;217;216;Directed;;;1.0
2876;217;218;Directed;;;1.0
2877;217;814;Directed;;;1.0
2878;180;185;Directed;;;1.0
2879;287;285;Directed;;;1.0
2880;287;286;Directed;;;1.0
2881;287;222;Directed;;;1.0
2882;287;453;Directed;;;1.0
2883;287;454;Directed;;;1.0
2884;287;455;Directed;;;1.0
2885;287;456;Directed;;;1.0
2886;287;457;Directed;;;1.0
2887;310;292;Directed;;;1.0
2888;455;453;Directed;;;1.0
2889;455;454;Directed;;;1.0
2890;455;287;Directed;;;1.0
2891;455;456;Directed;;;1.0
2892;455;457;Directed;;;1.0
2893;693;691;Directed;;;1.0
2894;693;692;Directed;;;1.0
2895;693;47;Directed;;;1.0
2896;693;694;Directed;;;1.0
2897;693;695;Directed;;;1.0
2898;694;691;Directed;;;1.0
2899;694;692;Directed;;;1.0
2900;694;47;Directed;;;1.0
2901;694;693;Directed;;;1.0
2902;694;695;Directed;;;1.0
2903;819;55;Directed;;;1.0
2904;819;817;Directed;;;1.0
2905;819;818;Directed;;;1.0
2906;819;820;Directed;;;1.0
2907;576;575;Directed;;;1.0
2908;576;577;Directed;;;1.0
2909;576;574;Directed;;;1.0
2910;576;578;Directed;;;1.0
2911;576;579;Directed;;;1.0
2912;1145;938;Directed;;;1.0
2913;200;199;Directed;;;1.0
2914;200;114;Directed;;;1.0
2915;200;201;Directed;;;1.0
2916;200;252;Directed;;;1.0
2917;200;253;Directed;;;1.0
2918;200;59;Directed;;;1.0
2919;200;1025;Directed;;;1.0
2920;200;137;Directed;;;1.0
2921;188;187;Directed;;;1.0
2922;188;189;Directed;;;1.0
2923;376;55;Directed;;;1.0
2924;790;795;Directed;;;1.0
2925;790;836;Directed;;;1.0
2926;790;882;Directed;;;1.0
2927;790;883;Directed;;;1.0
2928;790;941;Directed;;;1.0
2929;790;191;Directed;;;1.0
2930;790;248;Directed;;;1.0
2931;790;942;Directed;;;1.0
2932;790;943;Directed;;;1.0
2933;790;139;Directed;;;1.0
2934;790;634;Directed;;;1.0
2935;790;944;Directed;;;1.0
2936;166;165;Directed;;;1.0
2937;166;167;Directed;;;1.0
2938;81;468;Directed;;;1.0
2939;81;765;Directed;;;1.0
2940;81;570;Directed;;;1.0
2941;81;766;Directed;;;1.0
2942;81;767;Directed;;;1.0
2943;81;969;Directed;;;1.0
2944;81;1003;Directed;;;1.0
2945;81;1012;Directed;;;1.0
2946;81;1245;Directed;;;1.0
2947;81;1303;Directed;;;1.0
2948;81;369;Directed;;;1.0
2949;81;527;Directed;;;1.0
2950;81;1304;Directed;;;1.0
2951;81;1305;Directed;;;1.0
2952;987;986;Directed;;;1.0
2953;987;984;Directed;;;1.0
2954;987;985;Directed;;;1.0
2955;1101;1099;Directed;;;1.0
2956;1101;1100;Directed;;;1.0
2957;1101;1102;Directed;;;1.0
2958;1101;203;Directed;;;1.0
2959;1152;114;Directed;;;1.0
2960;1152;692;Directed;;;1.0
2961;1152;155;Directed;;;1.0
2962;1152;1153;Directed;;;1.0
2963;158;157;Directed;;;1.0
2964;158;434;Directed;;;1.0
2965;158;38;Directed;;;1.0
2966;158;68;Directed;;;1.0
2967;158;751;Directed;;;1.0
2968;158;245;Directed;;;1.0
2969;158;1061;Directed;;;1.0
2970;186;184;Directed;;;1.0
2971;186;185;Directed;;;1.0
2972;186;545;Directed;;;1.0
2973;1130;223;Directed;;;1.0
2974;1130;53;Directed;;;1.0
2975;541;87;Directed;;;1.0
2976;541;540;Directed;;;1.0
2977;541;665;Directed;;;1.0
2978;541;669;Directed;;;1.0
2979;541;224;Directed;;;1.0
2980;541;1040;Directed;;;1.0
2981;375;55;Directed;;;1.0
2982;375;374;Directed;;;1.0
2983;877;872;Directed;;;1.0
2984;877;325;Directed;;;1.0
2985;877;873;Directed;;;1.0
2986;877;454;Directed;;;1.0
2987;877;874;Directed;;;1.0
2988;877;875;Directed;;;1.0
2989;877;876;Directed;;;1.0
2990;877;878;Directed;;;1.0
2991;877;341;Directed;;;1.0
2992;478;473;Directed;;;1.0
2993;478;474;Directed;;;1.0
2994;478;475;Directed;;;1.0
2995;478;114;Directed;;;1.0
2996;478;476;Directed;;;1.0
2997;478;477;Directed;;;1.0
2998;478;479;Directed;;;1.0
2999;785;784;Directed;;;1.0
3000;785;114;Directed;;;1.0
3001;785;118;Directed;;;1.0
3002;785;384;Directed;;;1.0
3003;785;155;Directed;;;1.0
3004;785;794;Directed;;;1.0
3005;785;795;Directed;;;1.0
3006;785;197;Directed;;;1.0
3007;772;769;Directed;;;1.0
3008;772;770;Directed;;;1.0
3009;772;771;Directed;;;1.0
3010;772;227;Directed;;;1.0
3011;772;742;Directed;;;1.0
3012;772;773;Directed;;;1.0
3013;772;774;Directed;;;1.0
3014;772;187;Directed;;;1.0
3015;772;961;Directed;;;1.0
3016;772;411;Directed;;;1.0
3017;772;853;Directed;;;1.0
3018;223;54;Directed;;;1.0
3019;223;231;Directed;;;1.0
3020;223;53;Directed;;;1.0
3021;223;232;Directed;;;1.0
3022;223;464;Directed;;;1.0
3023;223;302;Directed;;;1.0
3024;223;1130;Directed;;;1.0
3025;223;1174;Directed;;;1.0
3026;266;974;Directed;;;1.0
3027;266;975;Directed;;;1.0
3028;266;216;Directed;;;1.0
3029;266;272;Directed;;;1.0
3030;266;976;Directed;;;1.0
3031;671;117;Directed;;;1.0
3032;671;670;Directed;;;1.0
3033;671;237;Directed;;;1.0
3034;671;201;Directed;;;1.0
3035;680;681;Directed;;;1.0
3036;680;682;Directed;;;1.0
3037;237;117;Directed;;;1.0
3038;237;670;Directed;;;1.0
3039;237;671;Directed;;;1.0
3040;237;201;Directed;;;1.0
3041;792;30;Directed;;;1.0
3042;99;100;Directed;;;1.0
3043;99;30;Directed;;;1.0
3044;99;128;Directed;;;1.0
3045;99;129;Directed;;;1.0
3046;99;365;Directed;;;1.0
3047;99;87;Directed;;;1.0
3048;99;80;Directed;;;1.0
3049;99;366;Directed;;;1.0
3050;99;448;Directed;;;1.0
3051;99;239;Directed;;;1.0
3052;527;220;Directed;;;1.0
3053;527;1303;Directed;;;1.0
3054;527;369;Directed;;;1.0
3055;527;81;Directed;;;1.0
3056;527;1304;Directed;;;1.0
3057;527;1305;Directed;;;1.0
3058;897;86;Directed;;;1.0
3059;689;220;Directed;;;1.0
3060;53;54;Directed;;;1.0
3061;53;231;Directed;;;1.0
3062;53;223;Directed;;;1.0
3063;53;232;Directed;;;1.0
3064;53;322;Directed;;;1.0
3065;53;325;Directed;;;1.0
3066;53;385;Directed;;;1.0
3067;53;814;Directed;;;1.0
3068;53;1130;Directed;;;1.0
3069;1174;223;Directed;;;1.0
3070;272;974;Directed;;;1.0
3071;272;975;Directed;;;1.0
3072;272;216;Directed;;;1.0
3073;272;266;Directed;;;1.0
3074;272;976;Directed;;;1.0
3075;924;923;Directed;;;1.0
3076;924;815;Directed;;;1.0
3077;924;925;Directed;;;1.0
3078;924;634;Directed;;;1.0
3079;1069;1065;Directed;;;1.0
3080;1069;137;Directed;;;1.0
3081;1069;114;Directed;;;1.0
3082;1069;224;Directed;;;1.0
3083;1069;1066;Directed;;;1.0
3084;1069;1067;Directed;;;1.0
3085;1069;1068;Directed;;;1.0
3086;1069;1070;Directed;;;1.0
3087;1069;59;Directed;;;1.0
3088;1069;634;Directed;;;1.0
3089;608;448;Directed;;;1.0
3090;608;606;Directed;;;1.0
3091;608;607;Directed;;;1.0
3092;1198;661;Directed;;;1.0
3093;838;187;Directed;;;1.0
3094;838;411;Directed;;;1.0
3095;912;114;Directed;;;1.0
3096;912;118;Directed;;;1.0
3101;834;47;Directed;;;1.0
3103;834;795;Directed;;;1.0
3104;834;835;Directed;;;1.0
3105;795;784;Directed;;;1.0
3106;795;114;Directed;;;1.0
3107;795;384;Directed;;;1.0
3108;795;155;Directed;;;1.0
3109;795;794;Directed;;;1.0
3110;795;785;Directed;;;1.0
3111;795;197;Directed;;;1.0
3112;795;47;Directed;;;1.0
3114;795;834;Directed;;;1.0
3115;795;835;Directed;;;1.0
3116;795;790;Directed;;;1.0
3117;795;836;Directed;;;1.0
3118;810;139;Directed;;;1.0
3119;420;390;Directed;;;1.0
3120;420;419;Directed;;;1.0
3121;420;793;Directed;;;1.0
3122;423;422;Directed;;;1.0
3123;423;463;Directed;;;1.0
3124;423;447;Directed;;;1.0
3125;423;1094;Directed;;;1.0
3126;909;285;Directed;;;1.0
3127;709;703;Directed;;;1.0
3128;709;146;Directed;;;1.0
3129;966;965;Directed;;;1.0
3130;966;43;Directed;;;1.0
3131;966;45;Directed;;;1.0
3132;270;220;Directed;;;1.0
3133;270;342;Directed;;;1.0
3134;215;45;Directed;;;1.0
3135;826;47;Directed;;;1.0
3136;1034;1033;Directed;;;1.0
3137;1034;54;Directed;;;1.0
3138;225;119;Directed;;;1.0
3139;225;117;Directed;;;1.0
3140;201;199;Directed;;;1.0
3141;201;114;Directed;;;1.0
3142;201;200;Directed;;;1.0
3143;201;117;Directed;;;1.0
3144;201;670;Directed;;;1.0
3145;201;671;Directed;;;1.0
3146;201;237;Directed;;;1.0
3147;948;947;Directed;;;1.0
3148;948;47;Directed;;;1.0
3149;829;828;Directed;;;1.0
3150;829;744;Directed;;;1.0
3151;70;68;Directed;;;1.0
3152;70;69;Directed;;;1.0
3153;70;76;Directed;;;1.0
3154;70;87;Directed;;;1.0
3155;70;887;Directed;;;1.0
3156;70;384;Directed;;;1.0
3157;70;919;Directed;;;1.0
3158;70;736;Directed;;;1.0
3159;189;187;Directed;;;1.0
3160;189;188;Directed;;;1.0
3161;189;643;Directed;;;1.0
3162;189;644;Directed;;;1.0
3163;189;130;Directed;;;1.0
3164;189;645;Directed;;;1.0
3165;189;1002;Directed;;;1.0
3166;167;165;Directed;;;1.0
3167;167;166;Directed;;;1.0
3168;553;328;Directed;;;1.0
3169;553;552;Directed;;;1.0
3170;553;554;Directed;;;1.0
3171;943;941;Directed;;;1.0
3172;943;191;Directed;;;1.0
3173;943;248;Directed;;;1.0
3174;943;942;Directed;;;1.0
3175;943;790;Directed;;;1.0
3176;943;139;Directed;;;1.0
3177;943;634;Directed;;;1.0
3178;943;944;Directed;;;1.0
3179;879;797;Directed;;;1.0
3180;1132;114;Directed;;;1.0
3181;953;63;Directed;;;1.0
3182;858;340;Directed;;;1.0
3183;858;1285;Directed;;;1.0
3184;253;252;Directed;;;1.0
3185;253;200;Directed;;;1.0
